user_label,seed,nclass_user,n_gs,weight,color
not-logged-in-5991206e929c890d4d87_d50dc19074a6c2d2840cebd70873442bcfb02381b559c67701ea14813455fd34,0.0,21,0,1.0,#6F6F6F
not-logged-in-ef332fbc0cc1fb454f3c_1808ccedc2337d7f101e46e0f1d22c9eddca109aed91f7bcb9d777f290ee6dfc,0.0,21,0,1.0,#6C6C6C
jdhauw,0.0,21,0,1.0,#4C25F8
KillerApp,0.0,21,0,1.0,#09CE2B
RapachUK,0.0,21,0,1.0,#6457EF
RobSeaman,0.0,21,0,1.0,#22DCB2
jasonlysony,0.0,21,0,1.0,#14DE5F
marrogg,0.0,21,0,1.0,#227FC2
not-logged-in-b2b5bf83dab416189768_c6182cc1dc2f1236663210b5c402726f352be5304f1492ffaf6b1572ae0fba7b,0.0,21,0,1.0,#383838
PhilRW,0.0,21,0,1.0,#A4AE73
Zinkies,0.0,21,0,1.0,#421161
XCC,0.0,21,0,1.0,#8B62F7
Glennboyle,0.0,21,0,1.0,#692E4B
Gnash,0.0,21,0,1.0,#6DC88D
Nardons,0.0,21,0,1.0,#EA7430
Astromarchi,0.0,21,0,1.0,#A00F0D
Solans,0.0,21,0,1.0,#F7E4EC
BigAndLittleDipper,0.0,21,0,1.0,#171471
not-logged-in-0885ed70cb364cd6c59c_f1ba038f0deb0dae6bf510b20bc87a6b7440af0f2b36a594a11741a7ceb7ced4,0.0,21,0,1.0,#898989
not-logged-in-087aa6d4e0ac5f1d25d1_31365551cf4a46c37bdb7231091dac036da5eb982ee1dad79e6c0cb34232d40a,0.0,21,0,1.0,#8A8A8A
Randomnzl,0.0,21,0,1.0,#F8B45A
C00P,0.0,21,0,1.0,#BF6267
not-logged-in-a602462e878d803ad5e3_67ba898d8139491baf57ad1f024190b137bac303545d8f89b9e114a58f4b040e,0.0,21,0,1.0,#939393
not-logged-in-917123236f8d5722c423_0dfa8533c8b37d046ebf648bda26688a2b0b496551f26ec6378f3f95b95eb240,0.0,21,0,1.0,#333333
not-logged-in-bde3895daf841ec022a6_af40f3f8e60d4b2e7d023dbe2f49ee921d7f41841befea892536c884304f03ff,0.0,21,0,1.0,#939393
Ramaguru,0.0,21,0,1.0,#C07C11
baul,0.0,21,0,1.0,#9E3BEE
not-logged-in-b37394605587627ae317_f66652031484bdcc68ecc9a504f0b617e03a978229fe097214cfb1a5d839a96c,0.0,21,0,1.0,#3E3E3E
msmith835,0.0,20,0,1.0,#4F4BFB
Franklin70,0.0,20,0,1.0,#5E7DAC
not-logged-in-c1032de3bff7840e3319_152a63bf7345c8b1ea08bc9b401b7fe42c5f924bb9d55a5f1bec355d53c108e1,0.0,20,0,1.0,#383838
szukam,0.0,20,0,1.0,#8F9B79
not-logged-in-456993ff7d7c319648b9_22196e2241da9736859fa1a6cd6784c08cc259ebe59eecb8ef9da1c9e533dc63,0.0,20,0,1.0,#595959
RobbieA,0.0,20,0,1.0,#EF98AF
not-logged-in-f6f65d735227709e313c_20434cb0f8d0607d1c4dc7eb1f92cfb66d1482acbf684029ff7577f43fe33b70,0.0,20,0,1.0,#434343
RonArzi,0.0,20,0,1.0,#B0974F
not-logged-in-fd853c778046dac02624_bd8bac3892788e1d8fedb427ec8e3232acc38415d55515e62ff3431d7df601fa,0.0,20,0,1.0,#404040
RichardThePoor,0.0,20,0,1.0,#0A2B39
benk10,0.0,20,0,1.0,#CD6E64
not-logged-in-cdbcf658990f5923f3a1_032bb998c287d34f878ddb609557786afc3ebb42f0471a39b3a38c406d6c859f,0.0,20,0,1.0,#4D4D4D
not-logged-in-5991206e929c890d4d87_12f57c473a1e01bd3cb6573bc797bc528c9649e99e87a9e34a464fddc682e23c,0.0,20,0,1.0,#848484
not-logged-in-371e886f0f0264e8071f_0f197b8ca0e2df827fb6f214bf3671592cc2cb8fb8dbcde44e22d8e6997db113,0.0,20,0,1.0,#8D8D8D
Aleef,0.0,20,0,1.0,#7795BB
mardis,0.0,20,0,1.0,#35BF65
NettiGoth,0.0,20,0,1.0,#ECB719
not-logged-in-66e4ad5c82910bb364a9_27c37485c5e0d069fa8474652cb3110e9e43917e371a849e97b1bf1f6999c9ff,0.0,20,0,1.0,#505050
not-logged-in-e9186c3584583de45902_5568ba4d00f26f24d261f069d5328240fc56147c4f8d0c700ffeb631e7f30bab,0.0,20,0,1.0,#1F1F1F
desperattio,0.0,20,0,1.0,#79F8F8
Janmc,0.0,20,0,1.0,#11C1AE
not-logged-in-5991206e929c890d4d87_149728390a5f682b1fb408f7eaf8bd0df5e531109c1d455dfdb4250aa907ba25,0.0,20,0,1.0,#202020
not-logged-in-95f051402661ed1d282c_b96b2e8571d3df325531b52ef5d54e2c1ddb8ea9860e4d03114ee864038533f1,0.0,20,0,1.0,#6E6E6E
not-logged-in-058a61206c880849256d_a01d289a940fe3992d70cd11577df4e100dd3f5c8cabc49f1a02e63298eab759,0.0,20,0,1.0,#6C6C6C
not-logged-in-50797c61c791782ba9a3_635d41d959fe882cb65d98b901bbdb6657487914ef60c35d70f9d769872c5b49,0.0,20,0,1.0,#535353
justin13,0.0,19,0,1.0,#EA5F44
cafgodoi,0.0,19,0,1.0,#1FD906
ExaltCreate,0.0,19,0,1.0,#98574D
not-logged-in-fe8dcb06df9c1e6a9cdf_8cc95dafb9aa33b51e287244f0025f1007212e19196e5758f0a5fc41b232aa07,0.0,19,0,1.0,#242424
Andy_Arg,0.0,19,0,1.0,#215122
not-logged-in-576813c4aff371541649_2675ab9c7780bbb129324b8ecd99d2419749339cbb10eda48efab7287ef8960e,0.0,19,0,1.0,#484848
not-logged-in-14ea615979c026159ee5_dc653c88e97f9569482bb5c4ce40a691956a84b687956e19566773325d1e70b2,0.0,19,0,1.0,#535353
not-logged-in-d7119a1a1bb38e3b7ba0_a41c6ef752a25db57bebaaf43e967785a12b3d4c4f79b65189d398d59fe849a2,0.0,19,0,1.0,#404040
not-logged-in-d6d2126c5e3da7856216_cadbac1cffef305aac4dbf6addf007ea3d740550a10c209af6b5bcc35d7b5ae7,0.0,19,0,1.0,#222222
not-logged-in-9265af0220f499394a1c_8dad5d748351a9ff02c683808fa5910e6053f2e35d41c568b44b3470a5e3a333,0.0,19,0,1.0,#666666
Airdor,0.0,19,0,1.0,#C1356E
not-logged-in-8520940e193728afabed_e512318f860aefd2951b50c4ae72479926a69f69d3315a245a416129583f7e15,0.0,19,0,1.0,#242424
whinestein,0.0,19,0,1.0,#19526F
sckmiwillie,0.0,19,0,1.0,#E54E14
Tengenerations,0.0,19,0,1.0,#00444F
Gauravvk,0.0,19,0,1.0,#2A66C4
not-logged-in-5991206e929c890d4d87_13728eddd457dfe8f25051c09a24f0436c8c23ce9cd3587124497c68f3ff9d46,0.0,19,0,1.0,#909090
altheist,0.0,19,0,1.0,#F21661
not-logged-in-f35db55b9646b88ee772_3880df5d413264a4481b14ff6d10a980f6be2542d205ce131e07f42570cf5b78,0.0,19,0,1.0,#222222
not-logged-in-5991206e929c890d4d87_15cd7c024f5a818f702d8cece415b266936bf4fe799bfb910501e3bc0c260f08,0.0,19,0,1.0,#222222
anguskhan,0.0,19,0,1.0,#AAD217
Pard,0.0,19,0,1.0,#581348
VibhorDodeja,0.0,19,0,1.0,#5C5005
DatAlien,0.0,19,0,1.0,#96678B
not-logged-in-8a9f52ee62cefc8ee8db_3b8a655f7bf59777339be641905730e0e5daa66db9ec7b0394df7c1d90d708a0,0.0,19,0,1.0,#313131
not-logged-in-8228dbfdb1721b3eee96_090db39cd6914ba20fc7ded3e2b593486128f7a3bb64726d0351a7559c3c346e,0.0,19,0,1.0,#464646
quiero93,0.0,19,0,1.0,#0798FC
Potato64,0.0,19,0,1.0,#9FFC29
aquafox156,0.0,19,0,1.0,#7EDC53
not-logged-in-5991206e929c890d4d87_fd11c6bb36904c7902a029200470922a8b7cda0712fb5a1c71514d154e8e1a71,0.0,19,0,1.0,#272727
not-logged-in-484c454d6a873bfa0763_9b1a8fe97398f8b442fe91925f45c7da900b2fc01b58e830c1ff9e300ed55534,0.0,19,0,1.0,#525252
athenaleigh,0.0,19,0,1.0,#C0C76A
TimDu,0.0,19,0,1.0,#64ABBD
not-logged-in-8516cf6c59ffc58115ef_435f91b1fac0a4adb018b6631d015745a906ee33a3bb405852dd7329933b0482,0.0,19,0,1.0,#6A6A6A
putyavka,0.0,18,0,1.0,#559684
Nwonknu,0.0,18,0,1.0,#581C26
manstanmore,0.0,18,0,1.0,#BF9ED3
NattyGG5,0.0,18,0,1.0,#87B7B7
markm2315,0.0,18,0,1.0,#20A8CB
not-logged-in-5991206e929c890d4d87_e1ecd69f88b39a90bde7fc65706ab4a64d1b19b148e5a45cceb33c19e110c2a9,0.0,18,0,1.0,#929292
Pedro11,0.0,18,0,1.0,#127404
not-logged-in-5991206e929c890d4d87_eb930bf88623b2b79a499da4587753346ba195b747faddb3e8b066d812e1b548,0.0,18,0,1.0,#464646
JanDryak,0.0,18,0,1.0,#29EB6C
herdivineshadow,0.0,18,0,1.0,#73D6D9
not-logged-in-b65d99196ee9bff36d1a_a24f81eedc54054e6b170e785e642c8a3d8542360285cdaab93078d0f2eaa145,0.0,18,0,1.0,#676767
iamacon,0.0,18,0,1.0,#64B0C6
not-logged-in-ecaa1af6608dd519b3a8_375d19f9d19b5c469f94dec987ee99be55102e16d0b69d6c0262a98ec3c8ec5e,0.0,18,0,1.0,#606060
not-logged-in-05143a922a71dfbacad8_516ed3e163f7515e0fd0430730fbd43d49f42ed4cbc64c12c239abc7954c5f9d,0.0,18,0,1.0,#2C2C2C
heyohiii69,0.0,18,0,1.0,#E73A73
not-logged-in-5991206e929c890d4d87_49aa0eaf1f2a4c4b917f4dc1bcc7e45e88a945d73274d54771961af0e51554a3,0.0,18,0,1.0,#3A3A3A
binarydarkstar,0.0,18,0,1.0,#073CC0
not-logged-in-5991206e929c890d4d87_69e9b836b6dcc968fba1bf2e5ad34cfd669cd85a880c2939f0bdab2e9972ac2d,0.0,18,0,1.0,#1B1B1B
Charalosta,0.0,18,0,1.0,#D115C5
not-logged-in-e5f84efe71012f7c9f34_15cb0d478d759dda004a39ba39a61603f37a49e13ec2dbf8fb72e380b06d1a85,0.0,18,0,1.0,#4B4B4B
not-logged-in-08c7b87630f34bd93373_27f3b5b030ef6c6fabddc843cea4bc4ff7ccf3bb132fadeccad19ba6e7a61862,0.0,18,0,1.0,#3A3A3A
not-logged-in-6b5d0276d6e435f554b8_7f56dba5810fda39dbff38e1ef6deb22222970f602d8de2eea0f125c5a8d8665,0.0,18,0,1.0,#4D4D4D
wubby,0.0,18,0,1.0,#3C004A
A3UF6XXFFRR237,0.0,18,0,1.0,#43FC25
DrPZ,0.0,18,0,1.0,#50AD02
not-logged-in-ba2bf4e3568450f0c9c3_7ef97e1b5b868c05904afb756e6f904f5d44190024d21a56da6ce0e287da4647,0.0,18,0,1.0,#929292
not-logged-in-5d9819f80a1d8781eecf_78972d4bfddeb931d258c6e201a4e7f24fb865a20511e44e52fbfdd9429db07b,0.0,18,0,1.0,#5E5E5E
not-logged-in-5d57c486b4e12cea631d_3768ed5e2f5fc8b6f75cb36e18dd7ab10759aedb05638d65b98b201997004da1,0.0,18,0,1.0,#919191
not-logged-in-bff08d1be4aa34da65a2_e3475bfc0fd062a5fc450b9773500fced0fada47a618a83c0cd0bced6ff2f96a,0.0,18,0,1.0,#1D1D1D
UnbiasedBrigade,0.0,18,0,1.0,#B956C0
Handel1996,0.0,18,0,1.0,#B2184E
Aelrek,0.0,17,0,1.0,#704879
not-logged-in-954776b658e249b07087_f8a87db3c82655769c9469e8a59fce2349e27516fe26a26a1f7f703ce97b6fc7,0.0,17,0,1.0,#4F4F4F
not-logged-in-9540900609976925f290_38d4c242ec862de1dd3ea3e829354f24e6d6eea8c4ad85a7b3f06965ec3ae5b4,0.0,17,0,1.0,#222222
MISSOURIKID,0.0,17,0,1.0,#4317CA
not-logged-in-5991206e929c890d4d87_b3094fc53fd4696730c65f057785a45937c675e064dd0f9cd7db74eb6f7b5384,0.0,17,0,1.0,#6C6C6C
not-logged-in-b5f36a93af17e6ba8e9b_05d6b6ce64ed0cc659f9d76bb8003262dadabcf965dbe6f9bb0d6f549c6d1b1c,0.0,17,0,1.0,#4C4C4C
Hannahwahlen,0.0,17,0,1.0,#8FA968
not-logged-in-1791243d45c13c45cf35_72e5e70a81cf3eccb456485e2425d025eec2b05cc2854e1073e5cf03f5af63ad,0.0,17,0,1.0,#717171
EllenDoyle,0.0,17,0,1.0,#3F32D0
not-logged-in-b9dc562027daec6c79d7_589fe568a4669d7a802c04d631da9fab570fa9e9be9f4cc414f73497b36c33c1,0.0,17,0,1.0,#1B1B1B
not-logged-in-202986b42b79cce83592_91c92611e4acf8367419988b561129c7bdaf824ffb4546af47622b069864a991,0.0,17,0,1.0,#7F7F7F
sparow01,0.0,17,0,1.0,#3F662C
GeoJeanQG,0.0,17,0,1.0,#194EEE
todd8137,0.0,17,0,1.0,#E3C177
GalileosGrandson,0.0,17,0,1.0,#355D35
rstafford90,0.0,17,0,1.0,#1AC255
marvinmars63,0.0,17,0,1.0,#B66117
not-logged-in-0274ed62714135243063_f09800a4a894ac809d48109e6173525aa330425772b2a9898a7e3f45de1e7e9c,0.0,17,0,1.0,#2D2D2D
not-logged-in-033369362d738b703893_6f85bbf71554f1e7f0818fd82bde69114cec8410d05e8406017fefde1e7734fe,0.0,17,0,1.0,#444444
not-logged-in-96c636cfb21dd678fad6_8f029d3a2052812e4f21ba9cbe93605fec32962b149c0e6b6eac2621bb670320,0.0,17,0,1.0,#565656
VKBeta,0.0,17,0,1.0,#0A3728
not-logged-in-f0af85fff512ac972b17_9c9900ef962e7353a56068d568103401cbfab7805d3cf7663089e8cfbeb078ac,0.0,17,0,1.0,#6B6B6B
not-logged-in-2a6a0b9a7356198e3dbe_b2b10b842b514ea62c4ca1f1df2d8af37adad580012c97cff061423a28281f46,0.0,17,0,1.0,#707070
pirxi,0.0,17,0,1.0,#F7207E
not-logged-in-c1eb056312ed0f89f4db_8e0237f5bfa5a68dbf575440043729f086b335536b4cfd73cc1a1c213b718b72,0.0,17,0,1.0,#555555
geekster123,0.0,17,0,1.0,#DE4397
Reddud,0.0,17,0,1.0,#F76845
dabiggreenbus,0.0,17,0,1.0,#DB8836
davedyson,0.0,17,0,1.0,#1BDF09
christos1982,0.0,17,0,1.0,#1350C1
not-logged-in-2796d3076b85a2b39f85_5d7370f1db87fc0d8b9c15a1b7867680b2a06fa9b5ce49b0b6af65d946ade7db,0.0,17,0,1.0,#939393
not-logged-in-5991206e929c890d4d87_07e7f821badcb7fcfa0d7d353ff18ee7b98fd1f77d887dfebf9d79c28140d0d7,0.0,17,0,1.0,#1E1E1E
not-logged-in-320e4408c2fbed408801_0284ebf5b0b33f172245b1afa4ad39f9f46f180a210870eb32b1ca8b562cd2bb,0.0,17,0,1.0,#606060
not-logged-in-25d6731fcd7f9d7b1c33_d73648f75631c084933e152c5c2b16d7871462839307d4246621608a00b427cb,0.0,17,0,1.0,#909090
islanderic,0.0,17,0,1.0,#EB462C
rockhyrax,0.0,17,0,1.0,#941E05
not-logged-in-78cca4c59963682fafb6_36ca0e34c8b7dacb06334c97ce28c9b28f24a4c98bfe247c2fa95b8e34a8720c,0.0,17,0,1.0,#1B1B1B
not-logged-in-291fc002c8ed77391eeb_5f0a3492b5a01156b3bc173d83b2fce270880a0a41c318c38de21565bc1cd7ed,0.0,17,0,1.0,#626262
lsandov1,0.0,17,0,1.0,#2F9626
lydy,0.0,17,0,1.0,#05B90D
not-logged-in-64dc0585770afe142083_02ef656d17b2ac1d251c4781be89fb4abb5e05739665d0948b750963b375a95e,0.0,16,0,1.0,#565656
not-logged-in-5991206e929c890d4d87_607055ca27a9392fbb66e39cb59c25b1efcb04718db2f163698e7c333e301748,0.0,16,0,1.0,#7F7F7F
not-logged-in-0b9dad319893bfbc98a3_add7eda470201e5ef499a74c7dbbed94e1bb0140321b509ca049b8cca5517a85,0.0,16,0,1.0,#737373
Hollywood1116,0.0,16,0,1.0,#3DCCD4
not-logged-in-2fe47f231513dc4be3ea_472dd74658f36826b2e6648b4c23c58b754139e00dbc6a3868c4a1c89359edd0,0.0,16,0,1.0,#454545
not-logged-in-9f2cc52179f117113b4d_c281ce52d74a223eb327d31bd565d2dc391a64a6af0d5a34d4639713a016a94a,0.0,16,0,1.0,#828282
not-logged-in-7be98c8a0e870fc47e27_9fe0df6ab0d8c9ab282e927dd9bdc4b8a721c26ab5e695d8fc553f4394d0c8a9,0.0,16,0,1.0,#2D2D2D
cmarcantoni,0.0,16,0,1.0,#F9BBAF
bc2callhome,0.0,16,0,1.0,#B32ADE
not-logged-in-65b6afc7ddc4a7e722ed_737e8d27c9adedab55aa3ffae39809197f8e6e2698f5bc532d057946144b17a8,0.0,16,0,1.0,#7F7F7F
cjvth,0.0,16,0,1.0,#6DCCC0
beagle141,0.0,16,0,1.0,#04B094
not-logged-in-bb1687d925f40ed7a3b5_c9abde58c718e11fc6be295b444687bac22c954c70b96c5be970c9fdc25484e2,0.0,16,0,1.0,#282828
not-logged-in-85a6610c8c30d2e817ee_e7810361e7691931bdca7c38faafa6eb2bbb1b86d30e0e8072f68f34cf7be07c,0.0,16,0,1.0,#242424
not-logged-in-f959178ac0161e0ba5c5_9e8bd107a3813a521e83a23114de337a83e6725cc39961039e00d117aa981684,0.0,16,0,1.0,#2B2B2B
jloechner,0.0,16,0,1.0,#3189EB
not-logged-in-5991206e929c890d4d87_2b3829abac8ba94e50ec240e1aa4f731af826ce3b60d831bba70f9a1f3bd15c9,0.0,16,0,1.0,#6E6E6E
not-logged-in-31b23c00620ac13627fb_f62371602820e6f9a214320a7f577126ad72b3b68167c4569ea0f74705d1c40a,0.0,16,0,1.0,#808080
Cautator,0.0,16,0,1.0,#3F28EB
adetello,0.0,16,0,1.0,#3438AF
not-logged-in-a5c349748c2c8d8bbcae_2eb0e437ca6005081dbaa5c8c862b1986b02a4d0445e67e4326d4c035e402ad8,0.0,16,0,1.0,#1A1A1A
rodikh,0.0,16,0,1.0,#AF0FBB
not-logged-in-852aa03fc221e9889f07_77e8055e39c055bbed37effd34dc3fb55be280e4539fa1c462479c463516c686,0.0,16,0,1.0,#3B3B3B
not-logged-in-d0c0ad431c21ca6d6d2b_6d4ffcce3df7e548ff2be831390c57406ae77ae0c4c0ba5a86779cc98ff143bd,0.0,16,0,1.0,#858585
KingFairley,0.0,16,0,1.0,#74A155
dakeeps,0.0,16,0,1.0,#00BC9C
not-logged-in-0c2f725564d3e8f89e1a_7f34262c4aa7b54091bd1af19157ea54c227c0adcd8d3d5fdaab75215ed40b6e,0.0,16,0,1.0,#7E7E7E
darrellgerber,0.0,16,0,1.0,#B6E3CD
not-logged-in-6ce6c817e81bfee3c8a8_f4abf60c88b94d361fdc6d0444f1e2a66c11b64126235082f46dca5df842a49b,0.0,16,0,1.0,#969696
not-logged-in-3b74d82d7362f87b80bb_1da9f159d4dcd036630eb8cfad3eb244435f4a74280ac66d1073dbd86a5635b4,0.0,16,0,1.0,#464646
not-logged-in-d64201e7abea1af78bf5_5e962f946049ceac97b73795ae02acacd90e0b8a4bdbe5544ab89df37d5da1a7,0.0,16,0,1.0,#202020
shahparams,0.0,16,0,1.0,#A73EEC
Regolithman,0.0,16,0,1.0,#A94B0C
Rickey13,0.0,16,0,1.0,#C945BF
not-logged-in-5991206e929c890d4d87_fac3872981145278261811437786c66fbd49b5c9c5e77ba4d62e1b59f6c201f9,0.0,16,0,1.0,#636363
not-logged-in-b94c261579ce31c631e9_9e691bf4345d5ee6ff049ed3f2917b435c09c7b3af0c3215758036840e8a60a2,0.0,16,0,1.0,#4A4A4A
sharponlooker,0.0,16,0,1.0,#BC5D49
not-logged-in-5991206e929c890d4d87_438c10bb8964413028121f1ca8faaf56a604912416c481e90b83b8bafb542dd6,0.0,15,0,1.0,#2E2E2E
Youssef.M,0.0,15,0,1.0,#F48DA3
night-walker,0.0,15,0,1.0,#873219
not-logged-in-b1e387a04fa331ae8e07_7df556414de0212d0283f5891bcde11b5aaff493827df2277aefa83a3ec21eeb,0.0,15,0,1.0,#606060
not-logged-in-15901cdd2fa1fbe2d5f0_1080420d56e482af9577d7fbcc9594b8f968e6bb4d468ca7c757ded12e530a5d,0.0,15,0,1.0,#1B1B1B
Pioneer42,0.0,15,0,1.0,#C630FF
Pietertje,0.0,15,0,1.0,#541F77
YiSong,0.0,15,0,1.0,#A3FAEF
Droid_007,0.0,15,0,1.0,#764E4C
not-logged-in-2e37d445e50c2bc5cdb3_452d52fb49930b5989df15d2e82c1ed04dd08a6dd857c8cd9e700affc265b7c4,0.0,15,0,1.0,#7C7C7C
Petermcl,0.0,15,0,1.0,#08996E
not-logged-in-5991206e929c890d4d87_46a8f2e2d169e9b870118edae7079a798e4f6bb6734d9b87a4f435d80a92b084,0.0,15,0,1.0,#1A1A1A
not-logged-in-50d542f230eb3379eb22_cd11e55ac58b4e94eb5afcfc575cabe994d8b35eda276f9570f94b3276cf0881,0.0,15,0,1.0,#545454
not-logged-in-d22e99ea9732c1e995b1_e1ef96ce8f390e4be448505ef0163097e82e94f3dd6a4c7766d236e89c08953d,0.0,15,0,1.0,#222222
not-logged-in-736753ec78d3f066dfb4_3a839a69f7281eb6a9e58b6d1dcf4550f64e1d3e920c7414d32ed8d9b1c79fe4,0.0,15,0,1.0,#909090
astronan70,0.0,15,0,1.0,#B07F02
BrendaSullivan,0.0,15,0,1.0,#A390B1
celkins24,0.0,15,0,1.0,#E97816
not-logged-in-62d8c941bde8023b7a74_1ee9590ff8f132993c72f4037294f884034e8aa85190033096572d97e01e4f28,0.0,15,0,1.0,#1A1A1A
Graleth,0.0,15,0,1.0,#8C1217
Slime,0.0,15,0,1.0,#B7BE48
not-logged-in-2ff2a8dab04419903cfa_99923fefe922797fba3f5352303e5612142afb95941d5aabbbb73b0a84f5a422,0.0,15,0,1.0,#262626
Javel1n,0.0,15,0,1.0,#76B697
not-logged-in-810d1d5212411a29203f_e4a439c9b23ec6db9022973e647bcf2d035cb11b64d05007dc9a77dc9609a0c1,0.0,15,0,1.0,#797979
not-logged-in-55c2325710ee3d8b7fda_b088ad88f818c301d627a481e7ae027f1a17562702a47516858645587c8e5fba,0.0,15,0,1.0,#373737
motnellig,0.0,15,0,1.0,#B85023
joshtaco,0.0,15,0,1.0,#112B28
not-logged-in-277726bb03bd8965135d_3e4fccbb09ecbb849e3af4a053c12c0e7cebaed9cc07d3366762a1632297398b,0.0,15,0,1.0,#6B6B6B
not-logged-in-dcb392a77205fca9ac62_8a416ce2d03f59eb2093b08a30ee326e8d3af7993a1c0ffadafa428fef2fee97,0.0,15,0,1.0,#666666
TrinityTestSite,0.0,15,0,1.0,#8D946F
mcman6482,0.0,15,0,1.0,#248638
RustemVal,0.0,15,0,1.0,#0E48FB
not-logged-in-b32bce6561a1b683c76a_b527c16d766c2fa32f92582ca258f431a0e34e2ce21f9d039be3127131fb4a91,0.0,15,0,1.0,#4F4F4F
Cloke1,0.0,14,0,1.0,#FBE5F8
Amirfathi2014,0.0,14,0,1.0,#E149FA
not-logged-in-1384632823b668e42b4c_309b504919332cd748dab3c3cb9a684fb3d235f42a225fcc1b6aaf468103999b,0.0,14,0,1.0,#7D7D7D
not-logged-in-d13ff0cb612b79f6b7dd_830fb4ddc399583a9fd47fe9e9d0ec45c77ff4e7831b8b75f1cb634b53c3bd1f,0.0,14,0,1.0,#929292
not-logged-in-9925f1674857b2404e2e_5e788aaec741e6589e448625360b3524cc19d6bc987154472187b23d3a083654,0.0,14,0,1.0,#898989
not-logged-in-687f9c07348d4c34b537_687a304ae7c7924ebbaed36843e88cf744ce60b6d1cfda1cd4aef2e7026f6f25,0.0,14,0,1.0,#848484
Creslin73,0.0,14,0,1.0,#E154A9
not-logged-in-d99aa646f1bb5a3ae99e_a4ff688406f587d4e053806ec19cb9c87fcca04d35efa828e7eeef39d9d398fd,0.0,14,0,1.0,#757575
not-logged-in-cdb1f4a5fd6a7ca1d2b4_cfe8de1b874d99d417bd275ca5a2a24c920208587587ea09bf7d6b5cd09939a4,0.0,14,0,1.0,#6D6D6D
not-logged-in-5991206e929c890d4d87_0e6a164b06e58989d339833a1e6c8ec0fc07fcfb48394c22845498c96d573e56,0.0,14,0,1.0,#878787
brownfox,0.0,14,0,1.0,#A71FD5
not-logged-in-c937730dc6d7341315ba_25e8a0b89f2dfc33c5f310eb3ead47633269b5fa34754008c057402e3c78340b,0.0,14,0,1.0,#4C4C4C
Cooltide,0.0,14,0,1.0,#FB3BB1
EliDiemer,0.0,14,0,1.0,#4F3CAF
Michidisperso,0.0,14,0,1.0,#93305E
anthonymarino21,0.0,14,0,1.0,#55BAA2
Yopinky,0.0,14,0,1.0,#324C6B
Weathertrackernightfury,0.0,14,0,1.0,#83F659
not-logged-in-8761f9fa2d062a90a60c_899d7d4de857a4d1c14aad9b0b6c35f54eb4a8dff193bde7f97bd08e94708dfa,0.0,14,0,1.0,#565656
Spery,0.0,14,0,1.0,#9B02AF
not-logged-in-79d6e1b17a016a27270e_2acbb027537b6cdcc39a37b52b0632352b41d2e6ce7616285a33a1732c03fc1e,0.0,14,0,1.0,#7A7A7A
David_Amon,0.0,14,0,1.0,#ECF7F5
not-logged-in-56fa398136dd00f33d2d_10216ff6aad68d08d4dd259ab8a91f25160993aa83da65a528b1e3fcc43856f8,0.0,14,0,1.0,#818181
not-logged-in-40310996acc597a71b9c_f22a9e1cb6012707c1d81167cd6d6c6b016938698a904e1ef2f09d364ed41715,0.0,14,0,1.0,#737373
not-logged-in-5991206e929c890d4d87_1ad5d168771a74ceea37bbc8a368cc830f32f9cf9934587abdf3290c08c5a26e,0.0,14,0,1.0,#393939
not-logged-in-5991206e929c890d4d87_248e0783580134f833590820acf97c85cae60ae25419a5dbbda994c18562d832,0.0,14,0,1.0,#6E6E6E
TatianaBartosh,0.0,14,0,1.0,#84B698
not-logged-in-5bd045612dde4a8045b7_c2bc22807dbca9f49407851c703a8c4298bee70f3ce4111f93db8e47bfca6945,0.0,14,0,1.0,#6F6F6F
Straighty180,0.0,13,0,1.0,#B97C1F
not-logged-in-5991206e929c890d4d87_d56b618222c965d88a9786608dc8dbf64d3d2b7e0db49e42e0c18f14da2f4b73,0.0,13,0,1.0,#808080
p0st1e64,0.0,13,0,1.0,#775D62
Ilya_Denisov,0.0,13,0,1.0,#0E2F83
not-logged-in-21c0de5129bb56ffcd02_139999e9a0825e761b1b61f4abf46dd2d6bc83959c29adccdd15429e2aa66412,0.0,13,0,1.0,#505050
echodrops,0.0,13,0,1.0,#A2D8F2
mich_wimbledon,0.0,13,0,1.0,#D0E6FE
not-logged-in-858e17629e3a817d700f_067e8868be3c208a27228cffc2f396aa3798c9d4eb84083d11d5dfa87341fe88,0.0,13,0,1.0,#6E6E6E
RLINDS4026,0.0,13,0,1.0,#F8AABF
not-logged-in-5991206e929c890d4d87_217cc342606ae1521c8b0b794543a70a3a16b695961a94dffaf25c997d8e7c19,0.0,13,0,1.0,#414141
not-logged-in-8503ed3e34b173933906_1473e8752cfcce48283973995b6653f9960688c82db1354885d1f3e723a61b1d,0.0,13,0,1.0,#929292
not-logged-in-73326de7710b587072f0_232e637a144037460b88f5ed7e4cc19aa0f5c1310562346a5aca8c611b2f3b42,0.0,13,0,1.0,#838383
not-logged-in-d78730af1b4e91cb6bb9_4a1c37fa49e73dabd2e25e6dd3a377263ff7d5ea499f94015c0eb9f32dfcd917,0.0,13,0,1.0,#1E1E1E
not-logged-in-82a7fa79b550273fad42_3848a93f0754ddca1d6996c5a0452aacf02cac6036b30c2ae40687c52f324b6d,0.0,13,0,1.0,#686868
Lokoph,0.0,13,0,1.0,#390137
